tier,fuente,fecha,negocio,telefonos,direccion,metodo,score,shop_id,shop_name,shop_muni,candidato_revisar
auto,24_06_2026.docx,2026-06-24,Grupo racing moto center ponce,5543208568,"2 ORIENTE HONORABLE CONGRESO DE LA UNION, 317, LORENZO BOTURINI, Venustiano Carranza, CIUDAD DE MÉXICO",telefono,1,tamYfg2VsN5Ie3JWsMPC,GRUPO RACING MOTO CENTER PONCE,Venustiano Carranza,
auto,24_06_2026.docx,2026-06-24,Servicio y reparación de Motocicletas Launizar Biker,55 5768 3361,"Eje Vial 3 Sur, Av. Morelos 452, Magdalena Mixihuca, Venustiano Carranza, 15850 Ciudad de México, CDMX, México",telefono,1,gu5TfUnufoiKpRLb4JhB,Servicio y reparación de Motocicletas Launizar Biker,,
auto,24_06_2026.docx,2026-06-24,Ponce racing eje 2,55 6915 9668,"Eje 2 Sur 151, Lorenzo Boturini, Venustiano Carranza, 15280 Ciudad de México, CDMX, México",telefono,1,sbp7WqhBjtDyBDmU4yDv,Ponce Racing Eje 2,Venustiano Carranza,
review,24_06_2026.docx,2026-06-24,actuaciones de Franhs,sin información,"2 A SUR MANUEL PAYNO, 0, TRANSITO, Cuauhtémoc, CIUDAD DE MÉXICO",nombre+municipio,0.529,l01aqUnyT2E9gY57j6dO,REFACCIONES AZUARA,Cuauhtémoc,
auto,24_06_2026.docx,2026-06-24,Taller de motos Charly,55 3864 2624,"Isabel La Católica & José María Roa Bárcenas, Obrera, Cuauhtémoc, 06800 Ciudad de México, CDMX, México",telefono,1,mQ1rNzwE6cjZEAw67sio,Taller de motos charly,,
auto,24_06_2026.docx,2026-06-24,taller mecánico de motos,5510408023,"5 DE FEBRERO, 379, OBRERA, Cuauhtémoc, CIUDAD DE MÉXICO",telefono,1,khMEt3nL6y102DxKNGgg,TALLER MECANICO DE MOTOS,Cuauhtémoc,
auto,25_05_2026.docx,2026-05-25,SKR MOTOS,+525613731157,"EMBAJADORES, SAN JOSE ACULCO, Iztapalapa, CIUDAD DE MÉXICO",nombre+municipio,1,1jFCqkxiQDDWTPN96lwh,SKR MOTOS,Iztapalapa,
review,25_05_2026.docx,2026-05-25,Caballo loco,+525570401259,"VICENTE SUAREZ, 13, GUADALUPE DEL MORAL, Iztapalapa, CIUDAD DE MÉXICO",nombre+municipio,0.625,PcbealoPUMolKeMJa8rg,MOTO SERVICIO CABALLO LOCO,Iztapalapa,
auto,25_05_2026.docx,2026-05-25,Moto servicio Hernandez,+525556405016,"11 de Agosto de 1859 LT 678 A, Leyes de Reforma 3ra Secc, Iztapalapa, 09310 CDMX",nombre+municipio,1,vk9xH7gURraZBBgOlhul,MOTOSERVICIO HERNANDEZ,Iztapalapa,
auto,25_05_2026.docx,2026-05-25,MOTOS CARLITOS,+525511739768,"Rea, Sideral, Iztapalapa, 09310 Ciudad de México, CDMX",nombre+municipio,1,WQ5SYEumX1Vs3Y1naIlo,MOTOS CARLITOS,Iztapalapa,
auto,25_06_2026.docx,2026-06-25,Motos deportivas,5556301525,"1, 0, AMPLIACION MIGUEL HIDALGO CUARTA SECCIÓN, Tlalpan, CIUDAD DE MÉXICO",telefono,1,yskKFH6FjnXYnbMUJ3ET,SPORT MOTOS,Tlalpan,
auto,25_06_2026.docx,2026-06-25,Taller de motos Pineda,5571830688,"RAMOS MILLAN, 960, AMPLIACION MIGUEL HIDALGO, Tlalpan, CIUDAD DE MÉXICO",telefono,1,sUQYc2rrnZnA7uFgEpkT,TALLER DE MOTOS PINEDA,Tlalpan,
review,25_06_2026.docx,2026-06-25,Moto huevo,,"CONSTITUCIÓN, 2, TERCERA DE CORREGIDORA, Tlalpan, CIUDAD DE MÉXICO",nombre+municipio,0.778,onnJjQd3MlEfnFTd1LNl,MOTO HUEVITO,Tlalpan,
auto,25_06_2026.docx,2026-06-25,Reparación de motos millari,5529205075,"BOULEVARD PICACHO AJUSCO, 28, AMPLIACION MIGUEL HIDALGO 3RA SECCIÓN, Tlalpan, CIUDAD DE MÉXICO",telefono,1,lzyXekFbXuDmzYFAgBKJ,REPARACION DE MOTOS MILLARI,Tlalpan,
auto,25_06_2026.docx,2026-06-25,Motos benigno,5518189848,"BOULEVARD PICACHO AJUSCO, 4, AMPLIACION MIGUEL HIDALGO 3RA SECCIÓN, Tlalpan, CIUDAD DE MÉXICO",telefono,1,Cm8R7enf0Tr6lXru8bRd,MOTOS BENIGNO,Tlalpan,
auto,25_06_2026.docx,2026-06-25,taller de motos mafia callejera,,"BOULEVARD PICACHO AJUSCO, 111, CRUZ DEL FAROL, Tlalpan, CIUDAD DE MÉXICO",nombre+municipio,1,BA4xMlgpoiybLYpDog2c,TALLER DE MOTOS MAFIA CALLEJERA,Tlalpan,
auto,25_06_2026.docx,2026-06-25,Motores cc,5538960559,"NINGUNO, 0, MESA LOS HORNOS, Tlalpan, CIUDAD DE MÉXICO",telefono,1,bmfelZUFeE1Byuj476Ho,CC MOTORS,Tlalpan,
auto,25_06_2026.docx,2026-06-25,taller de motos,,"TEPEXIMILPA, 56, ROCA DE CRISTAL, Tlalpan, CIUDAD DE MÉXICO",nombre+municipio,1,uSUzGZa8K2IuC15hwatm,TALLER DE MOTOS,Tlalpan,
auto,25_06_2026.docx,2026-06-25,taller de motos focking master,5537866082,"TEPEXIMILPA, 4, TEXCALTENCO, Tlalpan, CIUDAD DE MÉXICO",telefono,1,XaqG97cIha0TvSBGc9Kh,TALLER DE MOTOS FOCKING MASTER,Tlalpan,
auto,25_06_2026.docx,2026-06-25,taller de motos,,"CAMINO A LA CANTERA, 0, FUENTES BROTANTES, Tlalpan, CIUDAD DE MÉXICO",nombre+municipio,1,uSUzGZa8K2IuC15hwatm,TALLER DE MOTOS,Tlalpan,
auto,26_05_2026.docx,2026-05-26,Taller de motos iconic motos,5569784578,"OTOMÍES, 0, AJUSCO, Coyoacán, CIUDAD DE MÉXICO",telefono,1,Y8FwtyGNXR9DWnVFnA3Y,TALLER DE MOTOS ICONIC MOTOS,Coyoacán,
auto,26_05_2026.docx,2026-05-26,Moto servicio Jesús,no brinda numero,"San Alberto, 0, PEDREGAL DE SANTA URSULA, Coyoacán, CIUDAD DE MÉXICO",nombre+municipio,1,ZWfDEz7eCfangcmBfES3,MOTO SERVICIO JESUS,Coyoacán,
auto,26_05_2026.docx,2026-05-26,Taller de Jacks Garage,5550674620,"San León, Pedregal de Sta Úrsula, Coyoacán, 04600 Ciudad de México, CDMX, México",telefono,1,mdFO91x9MMOUGHxZWmVs,Taller de Motos JACK'S GARAGE,,
auto,26_05_2026.docx,2026-05-26,Taller de Motos,5561039649,"SAN HERMILO, 1, PEDREGAR DE SANTA URSULA, Coyoacán, CIUDAD DE MÉXICO",telefono,1,YhaM4Ik5HIgBg7qR8cym,Taller de motos Pedregar De Santa Ursula 1,Coyoacán,
auto,26_05_2026.docx,2026-05-26,Moto servicio Azteca,+525554211826,"SAN CASTULO, 297, PEDREGAL DE SANTA ÚRSULA, Coyoacán, CIUDAD DE MÉXICO",nombre+municipio,1,k5TQgtZkj6dkGymKdDqv,MOTO SERVICIO AZTECA,Coyoacán,
review,26_06_2026.docx,2026-06-26,Taller de motos prisión custom,+525535077095,"10 SUR AVENIDA PEDRO ENRIQUEZ UREÑA, 325, PEDREGAL SANTO DOMINGO, Coyoacán, CIUDAD DE MÉXICO",nombre+municipio,0.625,Y8FwtyGNXR9DWnVFnA3Y,TALLER DE MOTOS ICONIC MOTOS,Coyoacán,
auto,26_06_2026.docx,2026-06-26,Taller de motos links Bikers,56 2418 3556,"Ferrocarril del Valle 69, Tizapán San Ángel, Tizapán, Álvaro Obregón, 01090 Ciudad de México, CDMX, México",telefono,1,EgL8U2fDNz0ALloomBUr,Taller de motos Lincks Biker's,,
review,26_06_2026.docx,2026-06-26,Reparacion de motos Acces Motos,,"PUEBLA, 201, PROGRESO TIZAPAN, Álvaro Obregón, CIUDAD DE MÉXICO",nombre+municipio,0.762,1pcfNATU5QR0nuqPwie9,REPARACION DE MOTOS,Álvaro Obregón,
auto,26_06_2026.docx,2026-06-26,Service Garage,+525514048731,"TOLUCA, 110, PROGRESO TIZAPAN, Álvaro Obregón, CIUDAD DE MÉXICO",telefono,1,TPjGRsB4zHQGNU7QIaDH,MOTO SERVICE GARAGE,Álvaro Obregón,
auto,26_06_2026.docx,2026-06-26,CARRERA DE MOTO DIEHARD DOGS,5527536713,"3, 20, LOMAS DE LOS ÁNGELES TEETELPAN, Álvaro Obregón, CIUDAD DE MÉXICO",telefono,1,dVpCmA7AmtGcfTDvWqad,DIEHARD DOGS MOTO RACE,Álvaro Obregón,
auto,26_06_2026.docx,2026-06-26,Balagardos,5538778360,"AVENIDA DEL PARQUE, 2, AVANTE, Coyoacán, CIUDAD DE MÉXICO",telefono,1,N54E5OGWutLQ8xkXz9VP,BALAGARDOS,Coyoacán,
no_match,26_06_2026.docx,2026-06-26,Señor motociclista,,"AZTECAS, 613, AJUSCO, Coyoacán, CIUDAD DE MÉXICO",needs_review,0.457,,,,TALLER DE MOTOCICLETAS (N556cCLMLdGDPgYBAx8l)
no_match,26_06_2026.docx,2026-06-26,Carrera de Engranajes,,"AZTECAS, 0, AJUSCO, Coyoacán, CIUDAD DE MÉXICO",needs_review,0.246,,,,TALLER REPARACION MOTOS DE FARMACIA DEL AHORRO (6c6l4r7QkYGasrL5ysCn)
auto,27_05_2026.docx,2026-05-27,TALLER DE MOTOS HERSAN MOTORS,sin numero,"LEONARDO VILCHIS, 22, LAS PEÑAS, Iztapalapa, CIUDAD DE MÉXICO",nombre+municipio,1,Len5Ys3ysjymCaUeQHmS,TALLER DE MOTOS HERSAN MOTORS,Iztapalapa,
auto,27_05_2026.docx,2026-05-27,TORO BIKER,5642583891,"BENITO MIRANDA, 91, LAS PEÑAS, Iztapalapa, CIUDAD DE MÉXICO",telefono,1,ksVe8Hgdu0ZR1KLGPHir,EL TORO BIKER,Iztapalapa,
auto,27_05_2026.docx,2026-05-27,Moto taller Angel 07,5523592212,"TERCERA PLAN DE AYALA, 31, HANK GONZALEZ, Iztapalapa, CIUDAD DE MÉXICO",telefono,1,WjC3psfEtzGTj4cvAwpw,MOTO TALLER ANGEL 07,Iztapalapa,
auto,27_05_2026.docx,2026-05-27,Taller de motos Charly,SIN información,"CANAL DE SUEZ, 0, INSURGENTES, Iztapalapa, CIUDAD DE MÉXICO",nombre+municipio,1,a4kvjwy1Eo0dB13W1ZK5,TALLER DE MOTOS CHARLY,Iztapalapa,
review,27_05_2026.docx,2026-05-27,Taller de motos garage HD,+525581980433,"Av. Benito Juarez 290, El Chamizal, Iztapalapa, 09760 Ciudad de México, CDMX",nombre+municipio,0.6,ifmuloruwOqY1rbGyFjO,TALLER DE MOTOSSTAY TRUE,Benito Juárez,
auto,28_05_2026.docx,2026-05-28,CSR MOTOCICLETAS,+525528960554,"VILLA ELOISA, 7, DESARROLLO URBANO QUETZALCOATL, Iztapalapa, CIUDAD DE MÉXICO",telefono,1,vbUV8F1Tug3nyxZMorTt,CSR MOTOCICLETAS,Iztapalapa,
auto,28_05_2026.docx,2026-05-28,Taller Moto Raton,5519275936,"CUAUHTÉMOC, 17, MIXCOATL, Iztapalapa, CIUDAD DE MÉXICO",telefono,1,pMp58dFSXrVMGpv6IAmH,TALLER MOTO RATON,Iztapalapa,
auto,28_05_2026.docx,2026-05-28,Reparación para motos y bicicletas,5593096588,"MANUEL CAÑAS VILLA BRAZ, 0, DESARROLLO URBANO QUETZALCOATL, Iztapalapa, CIUDAD DE MÉXICO",telefono,1,CsR6WgyfDEoyOr2XmGJN,REFRACCIONES Y SERVICIO PARA MOTOCICLETAS Y BICICLETAS SIN NOMBRE,Iztapalapa,
auto,28_05_2026.docx,2026-05-28,Servicio de motos mecachon,Sin numero,"Villacorta, Desarrollo Urbano Quetzalcóatl, Iztapalapa, 09700 Ciudad de México, CDMX",nombre+municipio,1,9UV7flGagyMEfUPEWuNI,SERVICIO DE MOTOS MECACHON,Iztapalapa,
auto,28_05_2026.docx,2026-05-28,SIX SPEED SERVICIO MECANICA PARA MOTOS,5516854257,"MANUEL CAÑAS VILLA BRAZ, 4, DESARROLLO URBANO QUETZALCOATL, Iztapalapa, CIUDAD DE MÉXICO Contacto principal:",telefono,1,c1X5xKd3nL41pLo0SHDy,SIX SPEED SERVICIO MECANICA PARA MOTOS,Iztapalapa,
auto,28_05_2026.docx,2026-05-28,Motos URI,5538157598 +525546494802,"MICHOACÁN, 8, POLVORILLA, Iztapalapa, CIUDAD DE MÉXICO",nombre+municipio,1,STCZIKKFtLzPUK6PcLcn,MOTOS URI,Iztapalapa,
auto,29_05_2026.docx,2026-05-29,Moto L.A Flex,+525620379408,"VOLCAN FERNANDINA, 21, MIRADOR SEGUNDA SECCION, Tlalpan, CIUDAD DE MÉXICO",nombre+municipio,1,JrF6we7qaatadAjnf0nH,MOTO L.A FLEX,Tlalpan,
auto,29_05_2026.docx,2026-05-29,Moto taller Luis sosa,5513555260,"YAQUIS, 175, TLALCOLIGIA, Tlalpan, CIUDAD DE MÉXICO",telefono,1,k9OKq1Ukc0CcXPFkhIWS,MOTO TALLER LUIS SOSA,Tlalpan,
auto,29_05_2026.docx,2026-05-29,SYLCAR,,"CRISTOBAL COLON, 88, TLALCOLIGIA, Tlalpan, CIUDAD DE MÉXICO",nombre+municipio,1,df3HWSstbWHA4wpetVIG,SYLCAR,Tlalpan,
auto,29_05_2026.docx,2026-05-29,EDU MOTOGARAGE,5518268663,"TLALCOLIGIA, 86, TLALCOLIGIA, Tlalpan, CIUDAD DE MÉXICO",telefono,1,c2piNP09z45f8xAdpagH,EDU MOTOGARAGE,Tlalpan,
auto,29_05_2026.docx,2026-05-29,MOTOS 2085,5580681726,"REFORMA AGRARIA, 9, VILLA TLALPAN, Tlalpan, CIUDAD DE MÉXICO",telefono,1,onWrdjUZR33JUNd6Ct0K,MOTOS 2085,Tlalpan,
auto,29_05_2026.docx,2026-05-29,MOTOS WLOF,+525568447883,"GAMA, 15, SAN PEDRO MARTIR, Tlalpan, CIUDAD DE MÉXICO Contacto principal:Luis Alberto",nombre+municipio,1,PT1hN01IA1AdDhwUB69p,MOTOS WLOF,Tlalpan,
auto,29_05_2026.docx,2026-05-29,TALLER MECANICO JARQUIN MOTOS,5543311284,"Cedral 353, Ejidos de San Pedro Mártir, San Andrés Totoltepec, Tlalpan, 14640 Ciudad de México, CDMX",telefono,1,HwHUVdfIrXWYglvPubnQ,TALLER MECANICO JARQUIN MOTOS,Tlalpan,
auto,29_06_2026.docx,2026-06-29,Motores ILEMAN,5554600607,"MIGUEL MENDOZA, 9, BENITO JUAREZ, Benito Juárez, CIUDAD DE MÉXICO",telefono,1,DyrD0WBrb1abGDlfaAN1,ILEMAN MOTORS,Benito Juárez,
auto,29_06_2026.docx,2026-06-29,URI MOTOS,5570307088,"BOULEVARD ADOLFO LOPEZ MATEOS, 150, MERCED GOMEZ, Benito Juárez, CIUDAD DE MÉXICO",telefono,1,gn7XORV8ENf7eUanFBZm,URI MOTOS,Benito Juárez,
auto,29_06_2026.docx,2026-06-29,Tienda de moto turner pro,+525565502888,"BENVENUTO CELLINI, 195, ALFONSO XIII, Álvaro Obregón, CIUDAD DE MÉXICO",nombre+municipio,0.895,CeqpQMSnMXboNVEmURN6,TIENDA MOTO TURNER PRO,Álvaro Obregón,
no_match,29_06_2026.docx,2026-06-29,Familia de mecánicos de calavera,5586129752,"CENTENARIO, 153, MERCED GOMEZ, Álvaro Obregón, CIUDAD DE MÉXICO",needs_review,0.4,,,,SKULL MECHANIC FAMILY (D5J53vbYhUCfV2480DXd)
auto,29_06_2026.docx,2026-06-29,MOTO JORCH SERVICIO PARA MOTOS,+525568404498,"17, 8, MINAS DE CRISTO, Álvaro Obregón, CIUDAD DE MÉXICO",nombre+municipio,0.941,nhfhVsyUDl4eiMwUvROx,MOTO JORCH SERVICIOS PARA MOTOS,Álvaro Obregón,
auto,29_06_2026.docx,2026-06-29,V-MOTOS,5547644333,"ALTA TENSIÓN, 100, OLIVAR DEL CONDE 1A SECCIÓN, Álvaro Obregón, CIUDAD DE MÉXICO",telefono,1,bxBbxgQs6d1dXuPmHnft,V-MOTO,Álvaro Obregón,
auto,29_06_2026.docx,2026-06-29,MOTO SERVICIOS,,"ALTA TENSIÓN, 18, MOLINO DE ROSAS, Álvaro Obregón, CIUDAD DE MÉXICO",nombre+municipio,0.96,1lhp7IWk42oBj7RMyoyO,MOTOS SERVICIOS,Álvaro Obregón,
auto,29_06_2026.docx,2026-06-29,TALLER DE MOTOS,,"SANTA LUCÍA, 83, OLIVAR DEL CONDE 1A SECCIÓN, Álvaro Obregón, CIUDAD DE MÉXICO",nombre+municipio,1,mCeF5gT3mUlE2dvuo9gX,TALLER DE MOTOS,Álvaro Obregón,
auto,30_06_2026.docx,2026-06-30,STANCE GARAGE taller de mecánica automotriz y motocicletas,55 5843 7864,"AV. Nuevo León 850, San Gregorio Atlapulco, Xochimilco, 16630 Ciudad de México, CDMX, México",telefono,1,NpWI8N5sPJjamzBPSwij,STANCE GARAGE taller de mecanica automotriz y motocicletas,,
auto,30_06_2026.docx,2026-06-30,TALLER MOTOS PAKAL BRAYAN,5573441695,"CALTONGO, 25, SANGREGORIO ATLAPULCO, Xochimilco, CIUDAD DE MÉXICO",telefono,1,Yx7a09SFe8IkcY4dxyfk,TALLER MOTOS PAKAL BRAYAN,Xochimilco,
auto,30_06_2026.docx,2026-06-30,Motos robles,5540510125,"ACUEDUCTO SAN GREGORIO ATLAPULCO, 4, SAN GREGORIO ATLAPULCO, Xochimilco, CIUDAD DE MÉXICO",telefono,1,Y0bcertgbVlezJXiAQOa,MOTOS ROBLES,Xochimilco,
auto,30_06_2026.docx,2026-06-30,SERVICIO DE MOTO ALMAS,7721793603,"AVENIDA CUAUHTEMOC, 2, SAN GREGORIO ATLAPULCO, Xochimilco, CIUDAD DE MÉXICO",telefono,1,ZyMHJl7Kl9SSME2gM8ra,ALMAS MOTO SERVICE,Xochimilco,
review,30_06_2026.docx,2026-06-30,TALLER DE MOTOS SIN NOMBRE,,"ACUEDUCTO SAN GREGORIO ATLAPULCO, 0, SAN MIGUEL, Xochimilco, CIUDAD DE MÉXICO",nombre+municipio,0.816,JacTU72mzTnNXUR0oTa6,TALLER DE MOTOCICLETAS SIN NOMBRE,Xochimilco,
auto,30_06_2026.docx,2026-06-30,MOTOSERVICIO EL CALVARIO,5535113347,"AVENIDA MÉXICO ORIENTE, 88, SAN GREGORIO ATLAPULCO, Xochimilco, CIUDAD DE MÉXICO",telefono,1,RLC55UXroxO9fQqyCsh3,MOTOSERVICIO EL CALVARIO,Xochimilco,
no_match,Visitas talleres Gonzalo (1).docx,,Cycle Crafts Motocicletas,55 3547 2508,"Chihuahua 200, Roma Norte, CDMX",needs_review,0.611,,,,CSR MOTOCICLETAS (vbUV8F1Tug3nyxZMorTt)
no_match,Visitas talleres Gonzalo (1).docx,,Taller Refaccionaria Boutique,55 62869577,Medellin 63 Colonia Roma Sur,needs_review,0.576,,,,TALLER Y REFACCIONARIA DE MOTOS ARMENTA (265y5FHOcKDDeaDp2vRs)
auto,Visitas talleres Gonzalo (1).docx,,Moto Técnica Avanzada,,"2 Poniente / Monterrey, Colonia Roma Sur, CDMX",nombre,1,CyNvKh0QhCNN1ZHTGOye,MOTO TECNICA AVANZADA,Cuauhtémoc,
auto,Visitas talleres Gonzalo (1).docx,,Vipits,55 4099 3436,"Anáhuac 91, Colonia Roma Sur, CDMX",nombre,1,mkGDtLs1ml73uNoaH8ax,VIPITS,Cuauhtémoc,
no_match,Visitas talleres Gonzalo (1).docx,,Moto Cat’s,55 1098 0694 | 55 5523 9254,"Adolfo Prieto 810, Colonia Del Valle, CDMX",needs_review,0.533,,,,MOTO CITY (Yj8PKJdGhjDAmg5olBmB)
auto,Visitas talleres Gonzalo (1).docx,,Garage Victoria,55 1835 2568,"La Morena 1100, Colonia Narvarte Poniente, CDMX",nombre,1,beZQlOi7Fl9OUZThyIRD,GARAGE VICTORIA,Benito Juárez,
auto,Visitas talleres Gonzalo (1).docx,,Bestiario Moto Service,55 3072 7224 | 56 3715 2183,"C. Dr. José María Vértiz 706, Colonia Narvarte Oriente, CDMX",nombre,1,psUuTSD0L2EAla6sTqLM,Bestiario Moto Service,Benito Juárez,
review,Visitas talleres Gonzalo (1).docx,,GO Motor Cycle,56 1491 1106,"13 de Septiembre 22, Colonia Escandón, Miguel Hidalgo, CDMX",nombre+municipio,0.629,y8Kw8EPqTg74XwXhHYph,TALLER DE MOTOS GO MOTOR CYCLE,Miguel Hidalgo,
auto,Visitas talleres Gonzalo (1).docx,,Agencia de Motos CF Moto CDMX,,"General Salvador Alvarado 103, Colonia Escandón I Sección, Miguel Hidalgo, CDMX",nombre+municipio,1,uOFdWmjnZimO874om2tz,AGENCIA DE MOTOS CF MOTO CDMX,Miguel Hidalgo,
auto,Visitas talleres Gonzalo (1).docx,,MotoFeel,55 6895 7340,"Gobernador Agustín Vicente Eguía 7, Colonia San Miguel Chapultepec, Miguel Hidalgo, CDMX",telefono,1,n8Bb3lImgRRleEoVm4uq,MOTOFEEL,Miguel Hidalgo,
auto,Visitas talleres Gonzalo (1).docx,,Reparación de Motos Biker Winery,56 1399 3608,"Shakespeare 66, Colonia Anzures, Miguel Hidalgo, CDMX",nombre+municipio,1,JIrb62Q5E5LwdaERrezY,REPARACION DE MOTOS BIKER WINERY,Miguel Hidalgo,
no_match,Visitas talleres Gonzalo (1).docx,,Inferno Garage,55 6490 8449,"Copérnico 34, Colonia Anzures, Miguel Hidalgo, CDMX",needs_review,0.205,,,,REPARACION DE MOTOS BIKER WINERY (JIrb62Q5E5LwdaERrezY)
auto,Visitas talleres Gonzalo (1).docx,,GuzBiker Garage – Taller de Motos,55 7978 8063,"Bahía de Coqui 80, Colonia Verónica Anzúres, Miguel Hidalgo, CDMX",telefono,1,GLokUg8lIHa6TIvPwLyM,GUZBIKER GARAGE TALLER DE MOTOS,,
auto,Visitas talleres Gonzalo (1).docx,,Monster S Bike,56 4482 3134,"Astrónomos 21, Colonia Escandón II Sección, Miguel Hidalgo, CDMX",telefono,1,yCpyl6pvdmZ9NUT9hhUo,MONSTER S BIKE,Miguel Hidalgo,
auto,Visitas talleres Gonzalo (1).docx,,Taller de Motocicletas BSA – Ingeniería en Motociclismo,55 9016 1600,"4 Sur (Xola) 124, Colonia Álamos, Benito Juárez, CDMX",nombre+municipio,0.968,vWDH75QgqExDfwJhUSxA,TALLER DE MOTOCICLETAS BSA INGENIERIA EN MOTOCICLISMO,Benito Juárez,
no_match,Visitas talleres Gonzalo (1).docx,,CpherBiker,56 4458 0775,Correspondencia 146 local C. Benito Juarez. ciudad de méxico .,needs_review,0.136,,,,CENTRO DE SERVICIOS ITALIKA TALLER DE MOTO (iR41HPFf7fmThCX1MGO1)
auto,Visitas talleres Gonzalo (1).docx,,Centro de Servicios Italika – Taller de Moto,55 2496 6397,"Luis Spota 141, San Simón Ticumac, Benito Juárez, Ciudad de México",nombre+municipio,0.958,iR41HPFf7fmThCX1MGO1,CENTRO DE SERVICIOS ITALIKA TALLER DE MOTO,Benito Juárez,
no_match,Visitas talleres Gonzalo (1).docx,,Mecamoto,55 1499 3896,"Luis Spota, 124 San simon ticumac, benito juarez, ciudad de mexico.",needs_review,0.429,,,,MOTO CITY (Yj8PKJdGhjDAmg5olBmB)
